house_format,house_type,house_size,location,city,price,numBathrooms,SecurityDeposit,Status
2 BHK,Apartment ,1180,Ulwe,Mumbai,19000,2,0,Furnished
2 BHK,Apartment ,1120,Ulwe,Mumbai,12500,2,0,Unfurnished
2 BHK,Apartment ,1200,Panvel,Mumbai,22000,2,0,Unfurnished
2 BHK,Apartment ,750,Kandivali West,Mumbai,28500,2,0,Unfurnished
3 BHK,Apartment ,1400,Chembur,Mumbai,50000,3,0,Semi-Furnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 BHK,Apartment ,700,Dombivali,Mumbai,9500,2,0,Unfurnished
1 BHK,Apartment ,600,Bandra West,Mumbai,55000,2,0,Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,50000,2,0,Furnished
2 BHK,Apartment ,1045,Bhayandar East,Mumbai,25000,1,0,Semi-Furnished
4 BHK,Apartment ,1900,Goregaon West,Mumbai,175000,4,0,Furnished
1 BHK,Apartment ,750,Colaba,Mumbai,100000,2,0,Furnished
2 BHK,Apartment ,1150,Kalamboli,Mumbai,20000,2,0,Unfurnished
3 BHK,Apartment ,1400,Ulwe,Mumbai,35000,3,0,Semi-Furnished
2 BHK,Apartment ,1246,Panvel,Mumbai,12000,3,0,Semi-Furnished
1 BHK,Apartment ,650,Palghar,Mumbai,4500,2,0,Semi-Furnished
2 BHK,Apartment ,1000,Nerul,Mumbai,28000,2,0,Unfurnished
3 BHK,Apartment ,1300,Kandivali East,Mumbai,77000,2,0,Furnished
3 BHK,Apartment ,1050,Sion,Mumbai,175000,3,0,Furnished
2 BHK,Apartment ,750,Andheri West,Mumbai,55000,2,0,Unfurnished
4 BHK,Apartment ,1900,Juhu,Mumbai,360000,4,0,Semi-Furnished
2 BHK,Apartment ,1360,Vasai,Mumbai,21500,2,0,Semi-Furnished
1 BHK,Apartment ,710,Thakurli,Mumbai,13000,1,0,Semi-Furnished
2 BHK,Apartment ,950,Powai,Mumbai,60000,2,0,Furnished
3 BHK,Apartment ,1050,Andheri West,Mumbai,90000,3,0,Semi-Furnished
3 BHK,Apartment ,2000,Jogeshwari East,Mumbai,145000,3,0,Semi-Furnished
1 BHK,Independent Floor,500,Mira Road East,Mumbai,7500,1,0,Unfurnished
1 BHK,Apartment ,700,Thane West,Mumbai,18000,2,0,Semi-Furnished
3 BHK,Apartment ,2175,Parel,Mumbai,230000,3,0,Semi-Furnished
3 BHK,Villa ,2800,Powai,Mumbai,145000,2,0,Unfurnished
2 BHK,Apartment ,650,Prabhadevi,Mumbai,90000,2,0,Semi-Furnished
2 BHK,Apartment ,750,Ghatkopar East,Mumbai,50000,3,0,Semi-Furnished
1 BHK,Apartment ,670,Kalyan West,Mumbai,13000,2,0,Semi-Furnished
1 BHK,Apartment ,275,Dadar East,Mumbai,18500,1,0,Unfurnished
2 BHK,Apartment ,1075,Chembur,Mumbai,68000,2,0,Unfurnished
3 BHK,Apartment ,1000,vile parle west,Mumbai,125000,2,0,Furnished
1 BHK,Apartment ,750,Bhandup West,Mumbai,24000,2,0,Unfurnished
3 BHK,Apartment ,1005,Borivali East,Mumbai,55000,3,0,Semi-Furnished
1 RK,Studio Apartment,380,Kandivali East,Mumbai,20000,1,0,Semi-Furnished
2 BHK,Apartment ,850,Bandra West,Mumbai,65000,2,0,Unfurnished
2 BHK,Apartment ,900,Andheri East,Mumbai,50000,2,0,Furnished
2 BHK,Apartment ,960,Badlapur East,Mumbai,9000,2,0,Semi-Furnished
1 BHK,Apartment ,596,Borivali East,Mumbai,26500,2,0,Unfurnished
4 BHK,Apartment ,3600,Nerul,Mumbai,175000,2,0,Semi-Furnished
3 BHK,Apartment ,2200,Mahalaxmi,Mumbai,280000,2,0,Semi-Furnished
2 BHK,Apartment ,1075,Kanjurmarg,Mumbai,85000,2,0,Furnished
3 BHK,Apartment ,1700,Seawoods,Mumbai,88000,3,0,Semi-Furnished
1 BHK,Apartment ,650,Andheri West,Mumbai,52000,1,0,Furnished
1 BHK,Apartment ,550,Dombivali East,Mumbai,12000,1,0,Unfurnished
4 BHK,Apartment ,2100,Thane West,Mumbai,135000,3,0,Unfurnished
1 BHK,Apartment ,715,Titwala,Mumbai,8500,1,0,Unfurnished
3 BHK,Apartment ,1568,Chembur,Mumbai,75000,2,0,Unfurnished
1 BHK,Apartment ,545,Vasai,Mumbai,9000,1,0,Semi-Furnished
1 BHK,Apartment ,685,Karanjade,Mumbai,7500,2,0,Unfurnished
2 BHK,Apartment ,650,Thane West,Mumbai,33000,2,0,Semi-Furnished
2 BHK,Apartment ,1208,Ulwe,Mumbai,16000,2,0,Semi-Furnished
1 BHK,Apartment ,550,Girgaon,Mumbai,60000,2,0,Semi-Furnished
1 RK,Studio Apartment,350,Andheri East,Mumbai,27000,1,0,Semi-Furnished
2 BHK,Apartment ,1000,Thane West,Mumbai,47000,2,0,Semi-Furnished
2 BHK,Apartment ,875,Andheri East,Mumbai,64800,2,0,Semi-Furnished
3 BHK,Apartment ,1100,Thane West,Mumbai,40000,3,0,Semi-Furnished
2 BHK,Apartment ,900,Dombivali,Mumbai,15000,2,0,Semi-Furnished
1 BHK,Apartment ,550,Malabar Hill,Mumbai,85000,1,0,Furnished
1 BHK,Apartment ,700,Thane West,Mumbai,21500,2,0,Furnished
2 BHK,Apartment ,810,Bandra West,Mumbai,110000,2,0,Semi-Furnished
2 BHK,Apartment ,1000,Chembur,Mumbai,75000,1,0,Unfurnished
2 BHK,Apartment ,500,Panvel,Mumbai,15000,1,0,Unfurnished
4 BHK,Apartment ,3400,Dadar West,Mumbai,300000,5,0,Semi-Furnished
2 BHK,Apartment ,1250,Andheri East,Mumbai,78000,2,0,Unfurnished
2 BHK,Apartment ,800,Goregaon East,Mumbai,24000,2,0,Unfurnished
2 BHK,Apartment ,900,Mahim,Mumbai,80000,2,0,Furnished
2 BHK,Apartment ,1200,Andheri West,Mumbai,140000,2,0,Furnished
1 BHK,Apartment ,550,Sanpada,Mumbai,25000,1,0,Unfurnished
2 BHK,Apartment ,1100,Andheri West,Mumbai,60000,2,0,Unfurnished
3 BHK,Apartment ,1459,Goregaon East,Mumbai,95000,3,0,Semi-Furnished
3 BHK,Apartment ,1350,Mulund West,Mumbai,75000,3,0,Semi-Furnished
2 BHK,Apartment ,744,Thane West,Mumbai,37000,1,0,Furnished
1 BHK,Apartment ,550,Powai,Mumbai,70000,2,0,Furnished
1 RK,Studio Apartment,400,Tardeo,Mumbai,32000,1,0,Semi-Furnished
3 BHK,Apartment ,1830,Kandivali East,Mumbai,80000,3,0,Semi-Furnished
1 BHK,Apartment ,645,Dombivali,Mumbai,9500,1,0,Unfurnished
2 BHK,Apartment ,800,Malad East,Mumbai,56000,2,0,Semi-Furnished
1 BHK,Independent Floor,1500,Mulund West,Mumbai,15000,1,0,Furnished
3 BHK,Apartment ,1800,Parel,Mumbai,155000,2,0,Semi-Furnished
2 BHK,Apartment ,825,Thane West,Mumbai,25000,2,0,Semi-Furnished
1 BHK,Apartment ,580,Borivali West,Mumbai,35000,1,0,Semi-Furnished
1 BHK,Apartment ,450,Kandivali East,Mumbai,28000,2,0,Furnished
1 BHK,Apartment ,600,Malad West,Mumbai,26900,2,0,Unfurnished
2 BHK,Apartment ,1500,Kharghar,Mumbai,39000,2,0,Furnished
2 BHK,Apartment ,1100,Jogeshwari West,Mumbai,50000,2,0,Unfurnished
2 BHK,Apartment ,1100,Goregaon West,Mumbai,75000,2,0,Unfurnished
1 BHK,Apartment ,685,Dombivali,Mumbai,8500,1,0,Semi-Furnished
1 BHK,Apartment ,615,Chembur,Mumbai,39000,1,0,Unfurnished
1 BHK,Apartment ,650,Kamothe,Mumbai,15000,1,0,Unfurnished
3 BHK,Apartment ,1800,Andheri East,Mumbai,130000,3,0,Semi-Furnished
2 BHK,Apartment ,980,Thane West,Mumbai,26500,2,0,Unfurnished
4 BHK,Apartment ,4111,Bandra East,Mumbai,1000000,4,0,Furnished
2 BHK,Apartment ,1000,Kharghar,Mumbai,38000,2,0,Furnished
1 BHK,Apartment ,650,Thane West,Mumbai,26000,1,0,Furnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 RK,Studio Apartment,450,Badlapur East,Mumbai,3000,1,0,Unfurnished
1 BHK,Apartment ,600,Bandra West,Mumbai,55000,2,0,Furnished
1 BHK,Apartment ,600,Bandra West,Mumbai,55000,2,0,Furnished
1 BHK,Apartment ,510,Kharghar,Mumbai,9000,1,0,Unfurnished
1 BHK,Apartment ,600,Andheri East,Mumbai,50000,2,0,Furnished
2 BHK,Apartment ,1100,Kalamboli,Mumbai,24000,2,0,Furnished
2 BHK,Apartment ,1050,Kalamboli,Mumbai,20000,2,0,Unfurnished
2 BHK,Apartment ,1100,Kalamboli,Mumbai,18000,2,0,Unfurnished
4 BHK,Apartment ,2000,Kalamboli,Mumbai,70000,4,0,Furnished
3 BHK,Apartment ,1750,Kalamboli,Mumbai,32000,2,0,Semi-Furnished
2 BHK,Apartment ,825,Tardeo,Mumbai,75000,2,0,Unfurnished
2 BHK,Apartment ,1050,Kalamboli,Mumbai,19000,2,0,Unfurnished
2 BHK,Apartment ,1100,Kalamboli,Mumbai,20000,2,0,Unfurnished
3 BHK,Apartment ,1250,Kalamboli,Mumbai,25000,2,0,Semi-Furnished
3 BHK,Apartment ,1500,Kandivali East,Mumbai,64500,2,0,Semi-Furnished
1 RK,Studio Apartment,240,Powai,Mumbai,16000,1,0,Unfurnished
2 BHK,Apartment ,950,Powai,Mumbai,80000,2,0,Semi-Furnished
3 BHK,Apartment ,950,Jogeshwari West,Mumbai,85000,3,0,Unfurnished
3 BHK,Apartment ,1800,Worli,Mumbai,275000,3,0,Semi-Furnished
2 BHK,Apartment ,1058,Worli,Mumbai,160000,3,0,Unfurnished
2 BHK,Apartment ,850,Andheri West,Mumbai,125000,2,0,Furnished
4 BHK,Apartment ,3200,Malabar Hill,Mumbai,525000,4,0,Semi-Furnished
2 BHK,Apartment ,800,Andheri West,Mumbai,75000,2,0,Furnished
1 BHK,Apartment ,695,Dombivali East,Mumbai,10000,1,0,Semi-Furnished
2 BHK,Apartment ,750,Andheri West,Mumbai,70000,2,0,Unfurnished
3 BHK,Apartment ,1350,Andheri West,Mumbai,148000,3,0,Furnished
1 BHK,Apartment ,450,Andheri West,Mumbai,51000,1,0,Unfurnished
1 BHK,Apartment ,600,Andheri West,Mumbai,60000,2,0,Furnished
1 BHK,Apartment ,550,Andheri West,Mumbai,50000,1,0,Furnished
1 BHK,Apartment ,580,Andheri West,Mumbai,35000,1,0,Unfurnished
1 RK,Studio Apartment,350,Andheri West,Mumbai,27000,1,0,Semi-Furnished
1 RK,Studio Apartment,350,Andheri West,Mumbai,25000,1,0,Furnished
1 BHK,Apartment ,700,Sanpada,Mumbai,17000,2,0,Unfurnished
2 BHK,Apartment ,800,Andheri West,Mumbai,70000,2,0,Semi-Furnished
1 BHK,Apartment ,630,Kanjurmarg,Mumbai,34000,2,0,Unfurnished
4 BHK,Apartment ,2900,Worli,Mumbai,375000,4,0,Furnished
2 BHK,Apartment ,650,Andheri West,Mumbai,50000,2,0,Unfurnished
1 BHK,Apartment ,800,Andheri West,Mumbai,42000,1,0,Unfurnished
1 BHK,Apartment ,500,Andheri West,Mumbai,55000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,85000,2,0,Unfurnished
1 BHK,Apartment ,580,Sanpada,Mumbai,25000,1,0,Unfurnished
2 BHK,Apartment ,1200,Sanpada,Mumbai,60000,2,0,Furnished
3 BHK,Apartment ,1300,Ville Parle East,Mumbai,120000,3,0,Furnished
2 BHK,Apartment ,1150,Goregaon West,Mumbai,78000,2,0,Semi-Furnished
3 BHK,Apartment ,1500,Malad East,Mumbai,100000,3,0,Semi-Furnished
3 BHK,Apartment ,1700,Malad East,Mumbai,95000,3,0,Semi-Furnished
3 BHK,Apartment ,1377,Jogeshwari East,Mumbai,120000,2,0,Semi-Furnished
3 BHK,Apartment ,1800,Malad West,Mumbai,140000,3,0,Semi-Furnished
3 BHK,Apartment ,2700,Powai,Mumbai,225000,3,0,Furnished
2 BHK,Apartment ,1360,Vasai,Mumbai,22000,2,0,Semi-Furnished
2 BHK,Apartment ,750,Mulund East,Mumbai,37000,2,0,Unfurnished
2 BHK,Apartment ,900,Seawoods,Mumbai,35000,3,0,Unfurnished
2 BHK,Apartment ,1000,Kandivali East,Mumbai,44000,2,0,Unfurnished
2 BHK,Apartment ,1135,Kandivali East,Mumbai,55000,2,0,Semi-Furnished
3 BHK,Apartment ,1300,Ville Parle East,Mumbai,120000,3,0,Furnished
2 BHK,Apartment ,750,Bhandup West,Mumbai,40000,2,0,Semi-Furnished
3 BHK,Apartment ,1800,Worli,Mumbai,275000,3,0,Semi-Furnished
2 BHK,Apartment ,1058,Worli,Mumbai,160000,3,0,Unfurnished
2 BHK,Apartment ,850,Andheri West,Mumbai,125000,2,0,Furnished
4 BHK,Apartment ,3200,Malabar Hill,Mumbai,525000,4,0,Semi-Furnished
2 BHK,Apartment ,800,Andheri West,Mumbai,75000,2,0,Furnished
1 BHK,Apartment ,695,Dombivali East,Mumbai,10000,1,0,Semi-Furnished
2 BHK,Apartment ,750,Andheri West,Mumbai,70000,2,0,Unfurnished
3 BHK,Apartment ,1350,Andheri West,Mumbai,148000,3,0,Furnished
1 BHK,Apartment ,450,Andheri West,Mumbai,51000,1,0,Unfurnished
1 BHK,Apartment ,550,Kalyan West,Mumbai,11000,1,0,Unfurnished
1 BHK,Apartment ,630,Kanjurmarg,Mumbai,34000,2,0,Unfurnished
1 BHK,Apartment ,580,Sanpada,Mumbai,25000,1,0,Unfurnished
2 BHK,Apartment ,1200,Sanpada,Mumbai,60000,2,0,Furnished
2 BHK,Apartment ,900,Andheri East,Mumbai,65000,2,0,Unfurnished
2 BHK,Apartment ,900,Powai,Mumbai,50000,2,0,Unfurnished
2 BHK,Apartment ,1135,Kandivali East,Mumbai,55000,2,0,Semi-Furnished
3 BHK,Apartment ,1200,Dadar East,Mumbai,145000,3,0,Furnished
1 BHK,Apartment ,500,Andheri West,Mumbai,50000,2,0,Semi-Furnished
2 BHK,Apartment ,865,Vikhroli,Mumbai,50000,2,0,Semi-Furnished
2 BHK,Apartment ,865,Vikhroli,Mumbai,50000,2,0,Semi-Furnished
2 BHK,Apartment ,950,Ghatkopar West,Mumbai,45000,2,0,Semi-Furnished
1 BHK,Apartment ,615,Ghatkopar East,Mumbai,30000,1,0,Semi-Furnished
3 BHK,Apartment ,1200,Ville Parle East,Mumbai,120000,3,0,Unfurnished
2 BHK,Apartment ,1150,Andheri East,Mumbai,68000,2,0,Unfurnished
2 BHK,Apartment ,865,Vikhroli,Mumbai,50000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,85000,2,0,Semi-Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,80000,2,0,Unfurnished
3 BHK,Apartment ,1235,Kandivali East,Mumbai,75000,2,0,Furnished
2 BHK,Apartment ,735,Vikhroli,Mumbai,40000,2,0,Semi-Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,50000,2,0,Furnished
1 BHK,Apartment ,630,Kanjurmarg,Mumbai,34000,2,0,Unfurnished
1 BHK,Apartment ,800,Andheri West,Mumbai,42000,1,0,Unfurnished
1 BHK,Apartment ,500,Andheri West,Mumbai,55000,2,0,Furnished
3 BHK,Apartment ,1800,Worli,Mumbai,275000,3,0,Semi-Furnished
2 BHK,Apartment ,1058,Worli,Mumbai,160000,3,0,Unfurnished
2 BHK,Apartment ,850,Andheri West,Mumbai,125000,2,0,Furnished
4 BHK,Apartment ,3200,Malabar Hill,Mumbai,525000,4,0,Semi-Furnished
2 BHK,Apartment ,800,Andheri West,Mumbai,75000,2,0,Furnished
2 BHK,Apartment ,780,Andheri West,Mumbai,70000,2,0,Furnished
2 BHK,Apartment ,800,Andheri West,Mumbai,80000,2,0,Furnished
1 BHK,Apartment ,800,Andheri West,Mumbai,42000,1,0,Unfurnished
1 BHK,Apartment ,500,Andheri West,Mumbai,55000,2,0,Furnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,80000,2,0,Unfurnished
3 BHK,Apartment ,1235,Kandivali East,Mumbai,75000,2,0,Furnished
2 BHK,Apartment ,830,Thane West,Mumbai,25000,2,0,Semi-Furnished
2 BHK,Apartment ,1150,Andheri East,Mumbai,68000,2,0,Unfurnished
2 BHK,Apartment ,830,Thane West,Mumbai,25000,2,0,Semi-Furnished
3 BHK,Apartment ,1440,Bhandup West,Mumbai,55000,2,0,Semi-Furnished
2 BHK,Apartment ,800,Thane West,Mumbai,32000,2,0,Semi-Furnished
3 BHK,Apartment ,1200,Ville Parle East,Mumbai,120000,3,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,85000,2,0,Semi-Furnished
1 BHK,Apartment ,700,Bhandup West,Mumbai,32000,2,0,Semi-Furnished
3 BHK,Apartment ,1350,Bhandup West,Mumbai,55000,3,0,Unfurnished
2 BHK,Apartment ,735,Vikhroli,Mumbai,40000,2,0,Semi-Furnished
1 BHK,Apartment ,600,Andheri East,Mumbai,50000,2,0,Furnished
2 BHK,Apartment ,830,Thane West,Mumbai,25000,2,0,Semi-Furnished
2 BHK,Apartment ,830,Thane West,Mumbai,32000,2,0,Semi-Furnished
3 BHK,Apartment ,1100,Kandivali East,Mumbai,65000,2,0,Semi-Furnished
3 BHK,Apartment ,1100,Kandivali East,Mumbai,67000,2,0,Semi-Furnished
2 BHK,Apartment ,950,Ghatkopar West,Mumbai,45000,2,0,Semi-Furnished
2 BHK,Apartment ,700,Andheri West,Mumbai,72000,3,0,Unfurnished
1 BHK,Apartment ,585,Thane West,Mumbai,28000,2,0,Furnished
3 BHK,Apartment ,1450,Andheri East,Mumbai,105000,3,0,Furnished
1 BHK,Apartment ,620,Andheri East,Mumbai,47000,2,0,Furnished
1 BHK,Apartment ,635,Andheri East,Mumbai,45000,2,0,Unfurnished
2 BHK,Apartment ,900,Kandivali East,Mumbai,47000,2,0,Furnished
3 BHK,Apartment ,1500,Borivali East,Mumbai,82000,3,0,Unfurnished
2 BHK,Apartment ,950,Kandivali East,Mumbai,45000,2,0,Unfurnished
1 BHK,Apartment ,598,Borivali East,Mumbai,27500,2,0,Unfurnished
2 BHK,Apartment ,953,Kandivali East,Mumbai,43000,2,0,Unfurnished
3 BHK,Apartment ,1352,Borivali East,Mumbai,59000,2,0,Unfurnished
2 BHK,Apartment ,950,Kandivali East,Mumbai,65000,2,0,Furnished
3 BHK,Apartment ,1450,Borivali East,Mumbai,73000,3,0,Semi-Furnished
3 BHK,Apartment ,1470,Borivali East,Mumbai,75000,3,0,Semi-Furnished
2 BHK,Apartment ,910,Kandivali East,Mumbai,47500,2,0,Furnished
1 BHK,Apartment ,597,Borivali East,Mumbai,33000,2,0,Furnished
3 BHK,Apartment ,1500,Borivali East,Mumbai,100000,3,0,Semi-Furnished
1 BHK,Apartment ,590,Borivali East,Mumbai,33500,2,0,Furnished
3 BHK,Apartment ,1550,Borivali East,Mumbai,98000,3,0,Semi-Furnished
2 BHK,Apartment ,952,Kandivali East,Mumbai,63000,2,0,Furnished
3 BHK,Apartment ,1550,Borivali East,Mumbai,85000,3,0,Unfurnished
2 BHK,Apartment ,1100,Kandivali East,Mumbai,65000,2,0,Unfurnished
2 BHK,Apartment ,1150,Kandivali East,Mumbai,64500,2,0,Unfurnished
3 BHK,Apartment ,1350,Borivali East,Mumbai,62000,2,0,Unfurnished
1 BHK,Apartment ,550,Goregaon East,Mumbai,27000,1,0,Furnished
2 BHK,Apartment ,700,Andheri West,Mumbai,72000,3,0,Unfurnished
3 BHK,Apartment ,1750,Seawoods,Mumbai,85000,3,0,Semi-Furnished
2 BHK,Apartment ,800,Andheri West,Mumbai,65000,2,0,Furnished
1 BHK,Apartment ,610,Dombivali,Mumbai,12000,1,0,Semi-Furnished
3 BHK,Apartment ,1150,Kalyan West,Mumbai,25000,2,0,Furnished
3 BHK,Apartment ,1310,Kalyan West,Mumbai,27000,3,0,Furnished
3 BHK,Apartment ,1550,Sanpada,Mumbai,70000,3,0,Semi-Furnished
1 BHK,Apartment ,670,Dombivali East,Mumbai,12000,1,0,Semi-Furnished
2 BHK,Apartment ,1050,Kalamboli,Mumbai,21000,2,0,Semi-Furnished
2 BHK,Apartment ,1050,Kalamboli,Mumbai,20000,2,0,Unfurnished
3 BHK,Apartment ,1100,Andheri West,Mumbai,110000,3,0,Unfurnished
2 BHK,Apartment ,950,Andheri West,Mumbai,85000,2,0,Unfurnished
2 BHK,Apartment ,1000,Andheri West,Mumbai,80000,2,0,Furnished
3 BHK,Apartment ,1500,Andheri West,Mumbai,125000,3,0,Furnished
4 BHK,Apartment ,1600,Andheri West,Mumbai,125000,4,0,Furnished
2 BHK,Apartment ,950,Andheri West,Mumbai,125000,2,0,Furnished
3 BHK,Apartment ,1500,Andheri West,Mumbai,280000,3,0,Furnished
2 BHK,Apartment ,1050,Andheri West,Mumbai,90000,2,0,Furnished
1 BHK,Apartment ,650,Dombivli (West),Mumbai,13000,1,0,Semi-Furnished
2 BHK,Apartment ,1200,Andheri West,Mumbai,65000,2,0,Furnished
1 BHK,Apartment ,550,vile parle west,Mumbai,50000,1,0,Furnished
1 RK,Studio Apartment,350,Dombivali East,Mumbai,5000,1,0,Unfurnished
1 BHK,Apartment ,600,Dombivali East,Mumbai,6000,1,0,Unfurnished
1 BHK,Apartment ,580,Dombivali East,Mumbai,14000,1,0,Furnished
1 BHK,Apartment ,750,Dombivali,Mumbai,14000,2,0,Semi-Furnished
1 RK,Studio Apartment,410,Dombivali East,Mumbai,5000,1,0,Semi-Furnished
1 BHK,Apartment ,550,Ville Parle East,Mumbai,48000,1,0,Unfurnished
1 BHK,Apartment ,600,vile parle west,Mumbai,55000,1,0,Furnished
2 BHK,Apartment ,650,Kandivali West,Mumbai,47000,2,0,Furnished
2 BHK,Apartment ,980,Worli,Mumbai,80000,2,0,Semi-Furnished
3 BHK,Apartment ,1500,Tardeo,Mumbai,105000,2,0,Furnished
2 BHK,Apartment ,1020,Prabhadevi,Mumbai,75000,2,0,Unfurnished
1 BHK,Apartment ,700,Cumballa Hill,Mumbai,100000,1,0,Furnished
3 BHK,Apartment ,1100,Tardeo,Mumbai,105000,3,0,Semi-Furnished
2 BHK,Apartment ,950,Tardeo,Mumbai,90000,2,0,Semi-Furnished
1 BHK,Apartment ,600,Thane West,Mumbai,18000,1,0,Semi-Furnished
1 BHK,Apartment ,500,Ville Parle East,Mumbai,47000,1,0,Unfurnished
2 BHK,Apartment ,950,Ville Parle East,Mumbai,85000,2,0,Semi-Furnished
1 BHK,Apartment ,680,Dombivli (West),Mumbai,15000,1,0,Semi-Furnished
2 BHK,Apartment ,2900,Bandra West,Mumbai,250000,4,0,Furnished
3 BHK,Independent House,2000,Bandra West,Mumbai,99000,4,0,Semi-Furnished
1 BHK,Apartment ,700,Bandra West,Mumbai,50000,1,0,Furnished
1 BHK,Apartment ,1000,Bandra West,Mumbai,90000,1,0,Furnished
2 BHK,Apartment ,1500,Bandra West,Mumbai,199000,2,0,Semi-Furnished
3 BHK,Apartment ,1600,Bandra West,Mumbai,170000,2,0,Unfurnished
1 BHK,Apartment ,800,Bandra West,Mumbai,75000,2,0,Furnished
2 BHK,Apartment ,1500,Khar,Mumbai,135000,3,0,Furnished
1 BHK,Apartment ,585,Thane West,Mumbai,22000,1,0,Semi-Furnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,650,Titwala,Mumbai,7500,1,0,Semi-Furnished
2 BHK,Apartment ,1050,Thane West,Mumbai,40000,2,0,Furnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,530,Andheri East,Mumbai,32000,2,0,Unfurnished
1 BHK,Apartment ,650,Titwala,Mumbai,7500,1,0,Semi-Furnished
1 BHK,Apartment ,700,Colaba,Mumbai,90000,1,0,Furnished
1 RK,Studio Apartment,450,Titwala,Mumbai,5000,1,0,Unfurnished
2 BHK,Apartment ,1100,Andheri East,Mumbai,55000,2,0,Furnished
2 BHK,Apartment ,1100,Andheri East,Mumbai,55000,2,0,Furnished
2 BHK,Apartment ,1100,Andheri East,Mumbai,55000,2,0,Furnished
2 BHK,Apartment ,1100,Andheri East,Mumbai,55000,2,0,Furnished
2 BHK,Apartment ,1100,Andheri East,Mumbai,55000,2,0,Furnished
2 BHK,Apartment ,1100,Andheri East,Mumbai,55000,2,0,Furnished
4 BHK,Apartment ,2000,Ville Parle East,Mumbai,210000,4,0,Semi-Furnished
4 BHK,Apartment ,2000,Ville Parle East,Mumbai,210000,4,0,Semi-Furnished
1 BHK,Apartment ,650,Titwala,Mumbai,6500,1,0,Unfurnished
2 BHK,Apartment ,840,Titwala,Mumbai,8500,2,0,Unfurnished
1 BHK,Apartment ,710,Titwala,Mumbai,8500,1,0,Unfurnished
1 BHK,Apartment ,640,Titwala,Mumbai,6500,1,0,Unfurnished
2 BHK,Apartment ,650,Nerul,Mumbai,17000,2,0,Unfurnished
2 BHK,Apartment ,1200,Worli,Mumbai,120000,2,0,Semi-Furnished
3 BHK,Apartment ,1400,Andheri East,Mumbai,68000,2,0,Unfurnished
3 BHK,Apartment ,1400,Andheri East,Mumbai,70000,2,0,Furnished
3 BHK,Apartment ,1400,Andheri East,Mumbai,70000,2,0,Furnished
3 BHK,Apartment ,1400,Andheri East,Mumbai,70000,2,0,Furnished
2 BHK,Apartment ,1090,Titwala,Mumbai,12000,2,0,Unfurnished
1 BHK,Apartment ,750,Andheri East,Mumbai,39000,2,0,Semi-Furnished
1 BHK,Apartment ,680,Titwala,Mumbai,7500,1,0,Unfurnished
1 BHK,Apartment ,680,Titwala,Mumbai,7000,1,0,Unfurnished
2 BHK,Apartment ,900,Ville Parle East,Mumbai,85000,2,0,Unfurnished
1 BHK,Apartment ,550,Mulund East,Mumbai,24000,2,0,Semi-Furnished
1 BHK,Apartment ,575,Dombivali,Mumbai,11000,1,0,Semi-Furnished
2 BHK,Apartment ,800,vile parle west,Mumbai,95000,2,0,Furnished
1 BHK,Apartment ,550,Andheri West,Mumbai,38000,1,0,Unfurnished
2 BHK,Apartment ,1000,Kandivali East,Mumbai,50000,2,0,Unfurnished
1 BHK,Apartment ,550,Mulund East,Mumbai,22000,2,0,Semi-Furnished
2 BHK,Apartment ,750,Mulund East,Mumbai,35000,2,0,Unfurnished
1 BHK,Apartment ,620,Vevoor,Mumbai,4500,2,0,Semi-Furnished
2 BHK,Apartment ,800,Ulwe,Mumbai,16000,3,0,Unfurnished
2 BHK,Apartment ,750,Mulund East,Mumbai,35000,2,0,Unfurnished
1 BHK,Apartment ,550,Mulund East,Mumbai,22000,2,0,Semi-Furnished
2 BHK,Apartment ,850,Powai,Mumbai,48000,2,0,Semi-Furnished
